================================================================================
P: A football player tackles an member of the opposing team .
H: People playing football .
label=1, predicted=1, correct
f=of, v=1, w=-0.37790219820508486, v*w=-0.37790219820508486
f=their, v=1, w=-0.38541075982845596, v*w=-0.38541075982845596
f=and, v=1, w=-0.39896675096440504, v*w=-0.39896675096440504
f=a, v=1, w=-0.40085934414878244, v*w=-0.40085934414878244
f=men, v=2, w=-0.21430049750605148, v*w=-0.42860099501210297
f=word_mismatch, v=10, w=-0.04797307969310231, v*w=-0.47973079693102316
f=selling, v=1, w=-0.5845994321794402, v*w=-0.5845994321794402
f=are, v=2, w=-0.6460762017236287, v*w=-1.2921524034472573
================================================================================
P: A lady in a blue shirt and hat dancing with a man in sunglasses .
H: The dancing couple is married
label=0, predicted=0, correct
f=length_diff, v=10, w=0.2283268767017618, v*w=2.283268767017618
f=a_man, v=1, w=0.6479779320430809, v*w=0.6479779320430809
f=lexical_overlap, v=1, w=0.3830654707424352, v*w=0.3830654707424352
f=blue_shirt, v=1, w=0.34339841787692277, v*w=0.34339841787692277
f=man_in, v=1, w=0.2580405470472171, v*w=0.2580405470472171
f=with_a, v=1, w=0.2523841160226351, v*w=0.2523841160226351
f=A_lady, v=1, w=0.23119052053693845, v*w=0.23119052053693845
f=in_a, v=1, w=0.21910880076345068, v*w=0.21910880076345068
f=sunglasses_., v=1, w=0.14452016249672883, v*w=0.14452016249672883
f=is_married, v=1, w=0.14207931443838517, v*w=0.14207931443838517
f=a_blue, v=1, w=0.08080889361048715, v*w=0.08080889361048715
f=lady_in, v=1, w=0.01336488382881519, v*w=0.01336488382881519
f=hat_dancing, v=1, w=0, v*w=0
f=The_dancing, v=1, w=0, v*w=0
f=dancing_couple, v=1, w=0, v*w=0
f=negation_count, v=0, w=0.06271304083841969, v*w=0.0
f=shirt_and, v=1, w=-0.020514936608709296, v*w=-0.020514936608709296
f=dancing_with, v=1, w=-0.08902805092400726, v*w=-0.08902805092400726
f=and_hat, v=1, w=-0.102022376132, v*w=-0.102022376132
f=dancing, v=2, w=-0.05765511677168046, v*w=-0.11531023354336092
f=in_sunglasses, v=1, w=-0.11577507700674546, v*w=-0.11577507700674546
f=lady, v=1, w=-0.13726793412950955, v*w=-0.13726793412950955
f=shirt, v=1, w=-0.13738619608867372, v*w=-0.13738619608867372
f=sunglasses, v=1, w=-0.14042546526513638, v*w=-0.14042546526513638
f=blue, v=1, w=-0.1464004062951875, v*w=-0.1464004062951875
f=man, v=1, w=-0.14954275836407363, v*w=-0.14954275836407363
f=hat, v=1, w=-0.16870477777313114, v*w=-0.16870477777313114
f=couple, v=1, w=-0.20958463560474214, v*w=-0.20958463560474214
f=couple_is, v=1, w=-0.27278627037230135, v*w=-0.27278627037230135
f=A, v=1, w=-0.3083650202568235, v*w=-0.3083650202568235
f=married, v=1, w=-0.3380205516082853, v*w=-0.3380205516082853
f=with, v=1, w=-0.37578220266504436, v*w=-0.37578220266504436
f=and, v=1, w=-0.39896675096440504, v*w=-0.39896675096440504
f=is, v=1, w=-0.45493996500424116, v*w=-0.45493996500424116
f=The, v=1, w=-0.5582273554905617, v*w=-0.5582273554905617
f=word_mismatch, v=12, w=-0.04797307969310231, v*w=-0.5756769563172277
f=a, v=2, w=-0.40085934414878244, v*w=-0.8017186882975649
f=in, v=2, w=-0.4621736065762428, v*w=-0.9243472131524856
================================================================================
P: A man in blue with a black hat with a dog leaping at him in a park-like setting .
H: A man in a black hat spending time with his dog beneth tree in a park .
label=0, predicted=0, correct
f=lexical_overlap, v=9, w=0.3830654707424352, v*w=3.4475892366819165
f=in_a, v=3, w=0.21910880076345068, v*w=0.657326402290352
f=A_man, v=2, w=0.324577417131331, v*w=0.649154834262662
f=man_in, v=2, w=0.2580405470472171, v*w=0.5160810940944341
f=with_a, v=2, w=0.2523841160226351, v*w=0.5047682320452702
f=length_diff, v=2, w=0.2283268767017618, v*w=0.4566537534035236
f=black_hat, v=2, w=0.0894316787199489, v*w=0.1788633574398978
f=setting, v=1, w=0.15793012499542364, v*w=0.15793012499542364
f=hat_with, v=1, w=0.13953389679593514, v*w=0.13953389679593514
f=setting_., v=1, w=0.09514744547219427, v*w=0.09514744547219427
f=at_him, v=1, w=0.08421001463585223, v*w=0.08421001463585223
f=time, v=1, w=0.07979876203324239, v*w=0.07979876203324239
f=a_park, v=1, w=0.0672016488782941, v*w=0.0672016488782941
f=time_with, v=1, w=0.0570058245460712, v*w=0.0570058245460712
f=tree_in, v=1, w=0.021723916662506032, v*w=0.021723916662506032
f=spending_time, v=1, w=0.020281051424108614, v*w=0.020281051424108614
f=park-like, v=1, w=0, v*w=0
f=beneth, v=1, w=0, v*w=0
f=dog_leaping, v=1, w=0, v*w=0
f=leaping_at, v=1, w=0, v*w=0
f=a_park-like, v=1, w=0, v*w=0
f=park-like_setting, v=1, w=0, v*w=0
f=hat_spending, v=1, w=0, v*w=0
f=dog_beneth, v=1, w=0, v*w=0
f=beneth_tree, v=1, w=0, v*w=0
f=negation_count, v=0, w=0.06271304083841969, v*w=0.0
f=dog, v=2, w=-0.0008314554214412856, v*w=-0.0016629108428825711
f=blue_with, v=1, w=-0.010002265678860225, v*w=-0.010002265678860225
f=tree, v=1, w=-0.013660828403712374, v*w=-0.013660828403712374
f=spending, v=1, w=-0.04093906426995022, v*w=-0.04093906426995022
f=his_dog, v=1, w=-0.05293131970789606, v*w=-0.05293131970789606
f=a_dog, v=1, w=-0.08550765980740337, v*w=-0.08550765980740337
f=leaping, v=1, w=-0.10736649797006571, v*w=-0.10736649797006571
f=park, v=1, w=-0.12143033857024586, v*w=-0.12143033857024586
f=him_in, v=1, w=-0.1350310400060721, v*w=-0.1350310400060721
f=in_blue, v=1, w=-0.13888139497688337, v*w=-0.13888139497688337
f=blue, v=1, w=-0.1464004062951875, v*w=-0.1464004062951875
f=with_his, v=1, w=-0.1565605205412721, v*w=-0.1565605205412721
f=black, v=2, w=-0.0813984155623056, v*w=-0.1627968311246112
f=park_., v=1, w=-0.19452823322227777, v*w=-0.19452823322227777
f=at, v=1, w=-0.26136614004677544, v*w=-0.26136614004677544
f=word_mismatch, v=6, w=-0.04797307969310231, v*w=-0.28783847815861385
f=man, v=2, w=-0.14954275836407363, v*w=-0.29908551672814726
f=a_black, v=2, w=-0.15698194960484346, v*w=-0.3139638992096869
f=hat, v=2, w=-0.16870477777313114, v*w=-0.3374095555462623
f=him, v=1, w=-0.4467484481914919, v*w=-0.4467484481914919
f=A, v=2, w=-0.3083650202568235, v*w=-0.616730040513647
f=his, v=1, w=-0.6983216445175804, v*w=-0.6983216445175804
f=with, v=3, w=-0.37578220266504436, v*w=-1.127346607995133
f=in, v=4, w=-0.4621736065762428, v*w=-1.8486944263049712
f=a, v=5, w=-0.40085934414878244, v*w=-2.004296720743912
================================================================================
P: Two children , standing among grass , are putting their arms out and are smiling .
H: Two kids smiling .
label=1, predicted=1, correct
f=length_diff, v=12, w=0.2283268767017618, v*w=2.7399225204211417
f=lexical_overlap, v=3, w=0.3830654707424352, v*w=1.1491964122273055
f=smiling_., v=2, w=0.3279471491361516, v*w=0.6558942982723032
f=smiling, v=2, w=0.23872128378620716, v*w=0.4774425675724143
f=kids, v=1, w=0.2802803604846029, v*w=0.2802803604846029
f=Two_kids, v=1, w=0.14481813856382728, v*w=0.14481813856382728
f=children_,, v=1, w=0.11512443799069925, v*w=0.11512443799069925
f=arms_out, v=1, w=0.10161831059430122, v*w=0.10161831059430122
f=grass, v=1, w=0.05627909706401295, v*w=0.05627909706401295
f=out_and, v=1, w=0.04389638823689457, v*w=0.04389638823689457
f=among, v=1, w=0.0337031092024853, v*w=0.0337031092024853
f=children, v=1, w=0.028304918293188062, v*w=0.028304918293188062
f=standing_among, v=1, w=0.021099956363158014, v*w=0.021099956363158014
f=are_putting, v=1, w=0.0054555681542978445, v*w=0.0054555681542978445
f=their_arms, v=1, w=0.004832541742932682, v*w=0.004832541742932682
f=among_grass, v=1, w=0, v*w=0
f=putting_their, v=1, w=0, v*w=0
f=kids_smiling, v=1, w=0, v*w=0
f=negation_count, v=0, w=0.06271304083841969, v*w=0.0
f=are_smiling, v=1, w=-0.02081695018286868, v*w=-0.02081695018286868
f=putting, v=1, w=-0.05489221272568738, v*w=-0.05489221272568738
f=arms, v=1, w=-0.05609415574764925, v*w=-0.05609415574764925
f=standing, v=1, w=-0.07396091614144877, v*w=-0.07396091614144877
f=grass_,, v=1, w=-0.09852602465891878, v*w=-0.09852602465891878
f=and_are, v=1, w=-0.11592118346971018, v*w=-0.11592118346971018
f=Two_children, v=1, w=-0.1323602266627708, v*w=-0.1323602266627708
f=,_standing, v=1, w=-0.21482481484191904, v*w=-0.21482481484191904
f=out, v=1, w=-0.22690062240968475, v*w=-0.22690062240968475
f=Two, v=2, w=-0.14272615647644044, v*w=-0.28545231295288087
f=their, v=1, w=-0.38541075982845596, v*w=-0.38541075982845596
f=and, v=1, w=-0.39896675096440504, v*w=-0.39896675096440504
f=word_mismatch, v=11, w=-0.04797307969310231, v*w=-0.5277038766241254
f=,_are, v=1, w=-0.6214168722986455, v*w=-0.6214168722986455
f=are, v=2, w=-0.6460762017236287, v*w=-1.2921524034472573
================================================================================
P: A woman with tattoos and a black t-shirt smiles and talks to a man with a partially shaved head wearing shirt with the words ' hippie killer ' in white letters on it .
H: A female and a male are talking to each other .
label=1, predicted=0, wrong
f=length_diff, v=23, w=0.2283268767017618, v*w=5.2515181641405215
f=lexical_overlap, v=5, w=0.3830654707424352, v*w=1.915327353712176
f=a_man, v=1, w=0.6479779320430809, v*w=0.6479779320430809
f=and_a, v=2, w=0.2887705741972328, v*w=0.5775411483944656
f=smiles, v=1, w=0.42960859217431135, v*w=0.42960859217431135
f=talking_to, v=1, w=0.37791608947003924, v*w=0.37791608947003924
f=are_talking, v=1, w=0.2774374486516417, v*w=0.2774374486516417
f=with_a, v=1, w=0.2523841160226351, v*w=0.2523841160226351
f=with_the, v=1, w=0.22697140117255737, v*w=0.22697140117255737
f=man_with, v=1, w=0.21935247234075558, v*w=0.21935247234075558
f=shirt_with, v=1, w=0.1955673791059217, v*w=0.1955673791059217
f=A_woman, v=1, w=0.16821192338671, v*w=0.16821192338671
f=words, v=1, w=0.14872963236045808, v*w=0.14872963236045808
f=other_., v=1, w=0.14791311410917535, v*w=0.14791311410917535
f=male, v=1, w=0.11987632066266145, v*w=0.11987632066266145
f=the_words, v=1, w=0.11620548012192616, v*w=0.11620548012192616
f=to_a, v=1, w=0.09392205713697577, v*w=0.09392205713697577
f=partially, v=1, w=0.07988122823342159, v*w=0.07988122823342159
f=a_male, v=1, w=0.0753777346420141, v*w=0.0753777346420141
f=talks, v=1, w=0.06208760797385253, v*w=0.06208760797385253
f=with_tattoos, v=1, w=0.047118864835458386, v*w=0.047118864835458386
f=talking, v=1, w=0.0324012498233034, v*w=0.0324012498233034
f=woman, v=1, w=0.03210373284279739, v*w=0.03210373284279739
f=each_other, v=1, w=0.03133271921068753, v*w=0.03133271921068753
f=words_', v=1, w=0.026438677507805496, v*w=0.026438677507805496
f=black_t-shirt, v=1, w=0.024647252427902756, v*w=0.024647252427902756
f=woman_with, v=1, w=0.013409450920588907, v*w=0.013409450920588907
f=letters, v=1, w=0.009463447388393676, v*w=0.009463447388393676
f=letters_on, v=1, w=0.009463447388393676, v*w=0.009463447388393676
f=male_are, v=1, w=0.0030362934097750574, v*w=0.0030362934097750574
f=hippie, v=1, w=0, v*w=0
f=killer, v=1, w=0, v*w=0
f=t-shirt_smiles, v=1, w=0, v*w=0
f=and_talks, v=1, w=0, v*w=0
f=partially_shaved, v=1, w=0, v*w=0
f=head_wearing, v=1, w=0, v*w=0
f=wearing_shirt, v=1, w=0, v*w=0
f='_hippie, v=1, w=0, v*w=0
f=hippie_killer, v=1, w=0, v*w=0
f=killer_', v=1, w=0, v*w=0
f='_in, v=1, w=0, v*w=0
f=white_letters, v=1, w=0, v*w=0
f=negation_count, v=0, w=0.06271304083841969, v*w=0.0
f=shaved, v=1, w=-0.016046429257285385, v*w=-0.016046429257285385
f=a_partially, v=1, w=-0.018602347086123308, v*w=-0.018602347086123308
f=shaved_head, v=1, w=-0.025917756704708646, v*w=-0.025917756704708646
f=it_., v=1, w=-0.02844721389572106, v*w=-0.02844721389572106
f=smiles_and, v=1, w=-0.028965774458972186, v*w=-0.028965774458972186
f=in_white, v=1, w=-0.03658914810255857, v*w=-0.03658914810255857
f=tattoos_and, v=1, w=-0.03705335180280364, v*w=-0.03705335180280364
f=to_each, v=1, w=-0.05214608984749485, v*w=-0.05214608984749485
f=on_it, v=1, w=-0.05264052341565501, v*w=-0.05264052341565501
f=tattoos, v=1, w=-0.0657447810346382, v*w=-0.0657447810346382
f=black, v=1, w=-0.0813984155623056, v*w=-0.0813984155623056
f=it, v=1, w=-0.09878310022503113, v*w=-0.09878310022503113
f=each, v=1, w=-0.10009448199121307, v*w=-0.10009448199121307
f=white, v=1, w=-0.10683987445252473, v*w=-0.10683987445252473
f=head, v=1, w=-0.12245038414827926, v*w=-0.12245038414827926
f=shirt, v=1, w=-0.13738619608867372, v*w=-0.13738619608867372
f=A_female, v=1, w=-0.14141259244633703, v*w=-0.14141259244633703
f=man, v=1, w=-0.14954275836407363, v*w=-0.14954275836407363
f=a_black, v=1, w=-0.15698194960484346, v*w=-0.15698194960484346
f=talks_to, v=1, w=-0.17096086099252591, v*w=-0.17096086099252591
f=other, v=1, w=-0.2103417813780885, v*w=-0.2103417813780885
f=female_and, v=1, w=-0.24382695301179866, v*w=-0.24382695301179866
f=on, v=1, w=-0.29811008903331604, v*w=-0.29811008903331604
f=wearing, v=1, w=-0.30951804432226004, v*w=-0.30951804432226004
f=female, v=1, w=-0.3803320304768309, v*w=-0.3803320304768309
f=t-shirt, v=1, w=-0.4057735252290478, v*w=-0.4057735252290478
f=in, v=1, w=-0.4621736065762428, v*w=-0.4621736065762428
f=the, v=1, w=-0.5978066899968455, v*w=-0.5978066899968455
f=A, v=2, w=-0.3083650202568235, v*w=-0.616730040513647
f=are, v=1, w=-0.6460762017236287, v*w=-0.6460762017236287
f=word_mismatch, v=23, w=-0.04797307969310231, v*w=-1.1033808329413533
f=with, v=3, w=-0.37578220266504436, v*w=-1.127346607995133
f=and, v=3, w=-0.39896675096440504, v*w=-1.196900252893215
f=to, v=2, w=-0.8016492569411924, v*w=-1.6032985138823848
f=a, v=4, w=-0.40085934414878244, v*w=-1.6034373765951297
================================================================================
P: A guy tries to climb a stone cliff while his friend helps him .
H: Two people are climbing a cliff .
label=1, predicted=0, wrong
f=length_diff, v=7, w=0.2283268767017618, v*w=1.5982881369123325
f=lexical_overlap, v=3, w=0.3830654707424352, v*w=1.1491964122273055
f=guy, v=1, w=0.3074097239972279, v*w=0.3074097239972279
f=climbing, v=1, w=0.23237341399388503, v*w=0.23237341399388503
f=tries, v=1, w=0.20983954565276378, v*w=0.20983954565276378
f=tries_to, v=1, w=0.2045341428084191, v*w=0.2045341428084191
f=Two_people, v=1, w=0.1873337955688648, v*w=0.1873337955688648
f=people_are, v=1, w=0.10474499588895667, v*w=0.10474499588895667
f=are_climbing, v=1, w=0.10073608659662146, v*w=0.10073608659662146
f=a_stone, v=1, w=0.09683254504242586, v*w=0.09683254504242586
f=stone, v=1, w=0.02516165991473339, v*w=0.02516165991473339
f=guy_tries, v=1, w=0, v*w=0
f=stone_cliff, v=1, w=0, v*w=0
f=friend_helps, v=1, w=0, v*w=0
f=helps_him, v=1, w=0, v*w=0
f=negation_count, v=0, w=0.06271304083841969, v*w=0.0
f=helps, v=1, w=-0.01659536801512672, v*w=-0.01659536801512672
f=A_guy, v=1, w=-0.01925102917503082, v*w=-0.01925102917503082
f=people, v=1, w=-0.027486497905934534, v*w=-0.027486497905934534
f=cliff_while, v=1, w=-0.03096496477584272, v*w=-0.03096496477584272
f=to_climb, v=1, w=-0.03114132175223055, v*w=-0.03114132175223055
f=climb_a, v=1, w=-0.03382685781259635, v*w=-0.03382685781259635
f=him_., v=1, w=-0.03744232646650364, v*w=-0.03744232646650364
f=climb, v=1, w=-0.12097467608523543, v*w=-0.12097467608523543
f=Two, v=1, w=-0.14272615647644044, v*w=-0.14272615647644044
f=his_friend, v=1, w=-0.14638348705689241, v*w=-0.14638348705689241
f=cliff_., v=1, w=-0.16453334466743164, v*w=-0.16453334466743164
f=a_cliff, v=1, w=-0.248123450446279, v*w=-0.248123450446279
f=climbing_a, v=1, w=-0.2639676000092608, v*w=-0.2639676000092608
f=A, v=1, w=-0.3083650202568235, v*w=-0.3083650202568235
f=while, v=1, w=-0.31090945168669804, v*w=-0.31090945168669804
f=cliff, v=2, w=-0.1806541683787761, v*w=-0.3613083367575522
f=while_his, v=1, w=-0.36460310853031075, v*w=-0.36460310853031075
f=friend, v=1, w=-0.4118263656921193, v*w=-0.4118263656921193
f=him, v=1, w=-0.4467484481914919, v*w=-0.4467484481914919
f=word_mismatch, v=11, w=-0.04797307969310231, v*w=-0.5277038766241254
f=are, v=1, w=-0.6460762017236287, v*w=-0.6460762017236287
f=his, v=1, w=-0.6983216445175804, v*w=-0.6983216445175804
f=to, v=1, w=-0.8016492569411924, v*w=-0.8016492569411924
f=a, v=2, w=-0.40085934414878244, v*w=-0.8017186882975649
================================================================================
P: Police officer and his motorcycle in a crowd of people at a protest .
H: A police officer is arresting someone in front of a crowd .
label=0, predicted=0, correct
f=lexical_overlap, v=6, w=0.3830654707424352, v*w=2.298392824454611
f=length_diff, v=2, w=0.2283268767017618, v*w=0.4566537534035236
f=front_of, v=1, w=0.26027869344495036, v*w=0.26027869344495036
f=of_a, v=1, w=0.2468873764455795, v*w=0.2468873764455795
f=in_a, v=1, w=0.21910880076345068, v*w=0.21910880076345068
f=in_front, v=1, w=0.2025982840106905, v*w=0.2025982840106905
f=crowd_of, v=1, w=0.1758343724525115, v*w=0.1758343724525115
f=A_police, v=1, w=0.11362710830815559, v*w=0.11362710830815559
f=people_at, v=1, w=0.09585299534348542, v*w=0.09585299534348542
f=police_officer, v=1, w=0.08401697679239445, v*w=0.08401697679239445
f=his_motorcycle, v=1, w=0.061284685791896366, v*w=0.061284685791896366
f=someone, v=1, w=0.05801266876706923, v*w=0.05801266876706923
f=Police_officer, v=1, w=0.020370992646679326, v*w=0.020370992646679326
f=officer_is, v=1, w=0.005321781311241998, v*w=0.005321781311241998
f=officer_and, v=1, w=0, v*w=0
f=is_arresting, v=1, w=0, v*w=0
f=arresting_someone, v=1, w=0, v*w=0
f=negation_count, v=0, w=0.06271304083841969, v*w=0.0
f=of_people, v=1, w=-0.01787866958287889, v*w=-0.01787866958287889
f=people, v=1, w=-0.027486497905934534, v*w=-0.027486497905934534
f=and_his, v=1, w=-0.03736383803895535, v*w=-0.03736383803895535
f=a_crowd, v=2, w=-0.0336802790586185, v*w=-0.067360558117237
f=arresting, v=1, w=-0.07029178778597217, v*w=-0.07029178778597217
f=police, v=1, w=-0.07885757281186136, v*w=-0.07885757281186136
f=at_a, v=1, w=-0.08622086192337773, v*w=-0.08622086192337773
f=officer, v=2, w=-0.049252026034372585, v*w=-0.09850405206874517
f=motorcycle_in, v=1, w=-0.10305220895377484, v*w=-0.10305220895377484
f=someone_in, v=1, w=-0.10384676382270616, v*w=-0.10384676382270616
f=crowd_., v=1, w=-0.10808587966032734, v*w=-0.10808587966032734
f=crowd, v=2, w=-0.05436663555593392, v*w=-0.10873327111186784
f=motorcycle, v=1, w=-0.12504017096651154, v*w=-0.12504017096651154
f=Police, v=1, w=-0.12775052808497073, v*w=-0.12775052808497073
f=protest_., v=1, w=-0.18826027419642183, v*w=-0.18826027419642183
f=at, v=1, w=-0.26136614004677544, v*w=-0.26136614004677544
f=front, v=1, w=-0.27291575349433383, v*w=-0.27291575349433383
f=A, v=1, w=-0.3083650202568235, v*w=-0.3083650202568235
f=protest, v=1, w=-0.32552522593047206, v*w=-0.32552522593047206
f=a_protest, v=1, w=-0.3259935488126246, v*w=-0.3259935488126246
f=word_mismatch, v=7, w=-0.04797307969310231, v*w=-0.3358115578517162
f=and, v=1, w=-0.39896675096440504, v*w=-0.39896675096440504
f=is, v=1, w=-0.45493996500424116, v*w=-0.45493996500424116
f=his, v=1, w=-0.6983216445175804, v*w=-0.6983216445175804
f=of, v=2, w=-0.37790219820508486, v*w=-0.7558043964101697
f=in, v=2, w=-0.4621736065762428, v*w=-0.9243472131524856
f=a, v=3, w=-0.40085934414878244, v*w=-1.2025780324463473
================================================================================
P: A little girl wearing a pink , yellow and white bathing suit , gets wet from a splash of water .
H: A girl gets wet from a splash of water by her brother .
label=0, predicted=1, wrong
f=lexical_overlap, v=10, w=0.3830654707424352, v*w=3.830654707424352
f=length_diff, v=8, w=0.2283268767017618, v*w=1.8266150136140944
f=wet, v=2, w=0.26501337409433773, v*w=0.5300267481886755
f=water_., v=1, w=0.5117491748602612, v*w=0.5117491748602612
f=wearing_a, v=1, w=0.28866640420799555, v*w=0.28866640420799555
f=yellow_and, v=1, w=0.205115533563729, v*w=0.205115533563729
f=bathing_suit, v=1, w=0.17054145343578675, v*w=0.17054145343578675
f=girl, v=2, w=0.08134442495824248, v*w=0.16268884991648497
f=pink_,, v=1, w=0.13154934445906005, v*w=0.13154934445906005
f=little_girl, v=1, w=0.11669940995857607, v*w=0.11669940995857607
f=of_water, v=2, w=0.05654384441031062, v*w=0.11308768882062124
f=,_yellow, v=1, w=0.08847883421282067, v*w=0.08847883421282067
f=A_girl, v=1, w=0.07128148794181374, v*w=0.07128148794181374
f=yellow, v=1, w=0.06432636174453178, v*w=0.06432636174453178
f=white_bathing, v=1, w=0.053319276304453905, v*w=0.053319276304453905
f=girl_wearing, v=1, w=0.04258340117557365, v*w=0.04258340117557365
f=by_her, v=1, w=0.030593325538439627, v*w=0.030593325538439627
f=girl_gets, v=1, w=0.02002997679894494, v*w=0.02002997679894494
f=bathing, v=1, w=0.0024896485824027546, v*w=0.0024896485824027546
f=suit_,, v=1, w=0.0009643212109626039, v*w=0.0009643212109626039
f=,_gets, v=1, w=0, v*w=0
f=gets_wet, v=2, w=0, v*w=0
f=splash_of, v=2, w=0, v*w=0
f=negation_count, v=0, w=0.06271304083841969, v*w=0.0
f=her_brother, v=1, w=-0.005913233759497844, v*w=-0.005913233759497844
f=brother_., v=1, w=-0.017075970726620242, v*w=-0.017075970726620242
f=little, v=1, w=-0.017602639348742812, v*w=-0.017602639348742812
f=and_white, v=1, w=-0.03185778373941162, v*w=-0.03185778373941162
f=from_a, v=2, w=-0.017854723324229056, v*w=-0.03570944664845811
f=by, v=1, w=-0.03680490819868031, v*w=-0.03680490819868031
f=water_by, v=1, w=-0.03767591851200134, v*w=-0.03767591851200134
f=wet_from, v=2, w=-0.036163513784559294, v*w=-0.07232702756911859
f=a_pink, v=1, w=-0.08907548188530008, v*w=-0.08907548188530008
f=white, v=1, w=-0.10683987445252473, v*w=-0.10683987445252473
f=a_splash, v=2, w=-0.05768701441218954, v*w=-0.11537402882437908
f=brother, v=1, w=-0.11811005633130056, v*w=-0.11811005633130056
f=pink, v=1, w=-0.1590852931955731, v*w=-0.1590852931955731
f=suit, v=1, w=-0.16984009817841822, v*w=-0.16984009817841822
f=splash, v=2, w=-0.11374066116530655, v*w=-0.2274813223306131
f=water, v=2, w=-0.12098882409405608, v*w=-0.24197764818811215
f=A_little, v=1, w=-0.25430997082424595, v*w=-0.25430997082424595
f=wearing, v=1, w=-0.30951804432226004, v*w=-0.30951804432226004
f=and, v=1, w=-0.39896675096440504, v*w=-0.39896675096440504
f=word_mismatch, v=9, w=-0.04797307969310231, v*w=-0.43175771723792084
f=her, v=1, w=-0.4323918021272653, v*w=-0.4323918021272653
f=gets, v=2, w=-0.26291116774078793, v*w=-0.5258223354815759
f=A, v=2, w=-0.3083650202568235, v*w=-0.616730040513647
f=of, v=2, w=-0.37790219820508486, v*w=-0.7558043964101697
f=from, v=2, w=-0.3896702737998336, v*w=-0.7793405475996672
f=a, v=3, w=-0.40085934414878244, v*w=-1.2025780324463473
================================================================================
P: A bridal party is posing for a picture outdoors .
H: The party is taking pictures before a wedding .
label=0, predicted=0, correct
f=lexical_overlap, v=4, w=0.3830654707424352, v*w=1.5322618829697408
f=outdoors, v=1, w=0.8960249511951534, v*w=0.8960249511951534
f=picture, v=1, w=0.5838711776602771, v*w=0.5838711776602771
f=outdoors_., v=1, w=0.39519381145465254, v*w=0.39519381145465254
f=length_diff, v=1, w=0.2283268767017618, v*w=0.2283268767017618
f=wedding, v=1, w=0.20834537481395582, v*w=0.20834537481395582
f=wedding_., v=1, w=0.07420109582181623, v*w=0.07420109582181623
f=is_posing, v=1, w=0.06545393905099084, v*w=0.06545393905099084
f=A_bridal, v=1, w=0.05150401321176669, v*w=0.05150401321176669
f=bridal, v=1, w=0.05115904423229991, v*w=0.05115904423229991
f=bridal_party, v=1, w=0.05115904423229991, v*w=0.05115904423229991
f=before_a, v=1, w=0.0385574087958361, v*w=0.0385574087958361
f=taking_pictures, v=1, w=0.03341883800445024, v*w=0.03341883800445024
f=a_wedding, v=1, w=0.025416133273650936, v*w=0.025416133273650936
f=is_taking, v=1, w=0.023891812098461196, v*w=0.023891812098461196
f=picture_outdoors, v=1, w=0.0014357731327587675, v*w=0.0014357731327587675
f=The_party, v=1, w=0, v*w=0
f=pictures_before, v=1, w=0, v*w=0
f=negation_count, v=0, w=0.06271304083841969, v*w=0.0
f=party_is, v=2, w=-0.016605239309353405, v*w=-0.03321047861870681
f=before, v=1, w=-0.1389919097716971, v*w=-0.1389919097716971
f=for_a, v=1, w=-0.13919240946882852, v*w=-0.13919240946882852
f=posing, v=1, w=-0.14989221270336361, v*w=-0.14989221270336361
f=posing_for, v=1, w=-0.1775868076366035, v*w=-0.1775868076366035
f=a_picture, v=1, w=-0.1945258236200475, v*w=-0.1945258236200475
f=taking, v=1, w=-0.196354707504025, v*w=-0.196354707504025
f=word_mismatch, v=6, w=-0.04797307969310231, v*w=-0.28783847815861385
f=pictures, v=1, w=-0.29141352168104456, v*w=-0.29141352168104456
f=A, v=1, w=-0.3083650202568235, v*w=-0.3083650202568235
f=The, v=1, w=-0.5582273554905617, v*w=-0.5582273554905617
f=party, v=2, w=-0.350011814517912, v*w=-0.700023629035824
f=a, v=2, w=-0.40085934414878244, v*w=-0.8017186882975649
f=is, v=2, w=-0.45493996500424116, v*w=-0.9098799300084823
f=for, v=1, w=-0.9938963055631672, v*w=-0.9938963055631672
================================================================================
P: A group of people walk up a ramp on a cloudy day .
H: The people are walking .
label=1, predicted=0, wrong
f=length_diff, v=8, w=0.2283268767017618, v*w=1.8266150136140944
f=lexical_overlap, v=2, w=0.3830654707424352, v*w=0.7661309414848704
f=are_walking, v=1, w=0.46854519797734995, v*w=0.46854519797734995
f=walking_., v=1, w=0.33038227367773826, v*w=0.33038227367773826
f=on_a, v=1, w=0.1768242450195646, v*w=0.1768242450195646
f=day_., v=1, w=0.13413534847526642, v*w=0.13413534847526642
f=ramp_on, v=1, w=0.1300837490781862, v*w=0.1300837490781862
f=people_are, v=1, w=0.10474499588895667, v*w=0.10474499588895667
f=cloudy_day, v=1, w=0.0870942780936071, v*w=0.0870942780936071
f=group, v=1, w=0.05546798434879638, v*w=0.05546798434879638
f=walk, v=1, w=0.00951917856940775, v*w=0.00951917856940775
f=a_cloudy, v=1, w=0.006955875152285582, v*w=0.006955875152285582
f=negation_count, v=0, w=0.06271304083841969, v*w=0.0
f=up, v=1, w=-0.011231190525961677, v*w=-0.011231190525961677
f=of_people, v=1, w=-0.01787866958287889, v*w=-0.01787866958287889
f=cloudy, v=1, w=-0.020075931762029056, v*w=-0.020075931762029056
f=ramp, v=1, w=-0.03443686602106026, v*w=-0.03443686602106026
f=walking, v=1, w=-0.03633671982483617, v*w=-0.03633671982483617
